part-00000-d38f1508-e7ff-486d-972c-feeebe182c7b-c000
neighbourhood_group_cleansed;id;listing_url;name;host_id;host_name;calculated_host_listings_count;host_is_superhost;latitude;longitude;price;kitchen;patio or balcony;elevator;air conditioning;long_term;short_term;possible_long_term;number_of_reviews;review_scores_rating;room_type_encoded;bedrooms_encoded;;
Latina;975469408033803964;https://www.airbnb.com/rooms/975469408033803964;Habitación para descansar;535267133;Andrés Felipe;5;f;40.3764925;-3.780872;40.0;1;0;0;0;0;0;1;0;0.0;1;0;;
San Blas - Canillejas;41641163;https://www.airbnb.com/rooms/41641163;Manu hogar;328493210;Manu;1;f;40.42681;-3.61727;52.0;0;0;0;0;0;0;1;1;1.0;1;0;;
San Blas - Canillejas;18818916;https://www.airbnb.com/rooms/18818916;Habitación con cama sencilla ampliable a doble.;51908545;Victoria;1;f;40.43294;-3.63283;33.0;0;0;0;0;0;0;1;181;4.9;1;0;;
Chamartín;18062732;https://www.airbnb.com/rooms/18062732;Charme en Madrid;42611021;Ana;1;t;40.44759;-3.68323;80.0;1;1;0;0;0;0;1;54;4.85;1;0;;
Chamartín;902866390162929571;https://www.airbnb.com/rooms/902866390162929571;Habitación privada bien ubicada;80224411;Verónica;1;f;40.462698776641595;-3.670937649123529;45.0;1;0;0;1;0;0;1;11;4.73;1;0;;
Moratalaz;967794233369821661;https://www.airbnb.com/rooms/967794233369821661;Habitación doble cerca del retiro y luminosa;534184533;Maria;2;t;40.40423;-3.64275;27.0;1;0;0;0;0;0;1;12;4.75;1;0;;
Puente de Vallecas;52882131;https://www.airbnb.com/rooms/52882131;Habitación indivudual;1108348;Christi;10;f;40.38513;-3.65426;22.0;1;1;1;0;0;0;1;7;4.71;1;0;;
Barajas;990493020930475786;https://www.airbnb.com/rooms/990493020930475786;Familiar con baño y aire acondicionado;296373556;Yanireth;3;f;40.471217787248435;-3.580111680133488;94.0;0;0;0;0;0;0;1;86;4.78;1;0;;
Barajas;1061383842209093357;https://www.airbnb.com/rooms/1061383842209093357;Habitación doble, dos personas;551875562;Irene;3;f;40.4749;-3.57937;40.0;1;1;1;1;0;0;1;1;5.0;1;0;;
Puente de Vallecas;981229397236596588;https://www.airbnb.com/rooms/981229397236596588;Alojamiento Urbano Madrid;260563514;María Ángeles;1;t;40.38619987443551;-3.6388366065618456;119.0;1;0;0;0;0;0;1;43;4.88;2;1;;
Chamartín;25509182;https://www.airbnb.com/rooms/25509182;Best Apartment near REAL MADRID Stadium;119331571;Antonio;3;t;40.459248;-3.680389;160.0;1;0;1;1;0;0;1;71;4.85;2;1;;
Carabanchel;673687402230738401;https://www.airbnb.com/rooms/673687402230738401;ÁTICO CON SOLÁRIUM EN MADRID!;52530675;Esther;39;f;40.39651;-3.73057;89.0;1;0;0;1;0;0;1;11;4.27;2;0;;
Salamanca;1165804251769178653;https://www.airbnb.com/rooms/1165804251769178653;Castello XXVI;438136382;Home Club;156;f;40.43428107316836;-3.6798744508821937;355.0;1;0;1;1;0;0;1;0;0.0;2;1;;
Salamanca;978014599498860075;https://www.airbnb.com/rooms/978014599498860075;Apartamento en barrio Salamanca;132966910;Cris;2;f;40.43308830520717;-3.683994971215725;150.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Hortaleza;38148303;https://www.airbnb.com/rooms/38148303;Buhardilla de 60m2 en La Piovera (cerca del Ifema);265160844;Alberto;1;t;40.45226;-3.61498;39.0;1;0;0;1;0;0;1;43;4.88;1;0;;
Latina;1150682130114719584;https://www.airbnb.com/rooms/1150682130114719584;Acogedora Habitación Centro MD;576108351;Eduardo;1;f;40.40503;-3.74315;41.0;1;0;0;0;0;0;1;4;4.75;1;0;;
Tetuán;1018211694161979543;https://www.airbnb.com/rooms/1018211694161979543;Habitación con baño privado;50380672;David;1;t;40.47146337074819;-3.706490531135111;49.0;1;0;0;0;0;0;1;35;4.91;1;0;;
Tetuán;929557713072747008;https://www.airbnb.com/rooms/929557713072747008;Hogar acogedor muy tranquilo;524029374;Gloria;1;f;40.4703327;-3.6997201;31.0;0;0;1;1;0;0;1;36;4.47;1;0;;
Hortaleza;38202679;https://www.airbnb.com/rooms/38202679;Studio with Balcony in Sanchinarro, 7mins to train;288017043;Elena;1;f;40.48838;-3.66539;130.0;1;0;1;1;0;0;1;64;4.23;2;0;;
Puente de Vallecas;37444466;https://www.airbnb.com/rooms/37444466;Habitación centrica con terraza & desayuno;97668527;Alecsa;2;t;40.40513;-3.66183;29.0;1;1;1;1;0;1;0;149;4.91;1;0;;
Moratalaz;36974011;https://www.airbnb.com/rooms/36974011;Habitación privada doble Madrid;192314239;Dhalya Alexandra;2;f;40.41077;-3.65178;35.0;0;0;0;1;0;0;1;12;3.92;1;0;;
San Blas - Canillejas;4162483;https://www.airbnb.com/rooms/4162483;Airport-C.Estadium-Good city center conection;15784616;Norma;2;t;40.44805;-3.60888;36.0;1;1;0;0;0;0;1;201;4.71;1;0;;
San Blas - Canillejas;40721558;https://www.airbnb.com/rooms/40721558;WE2 Wandalup Espacio. Loft WANDA, IFEMA,AEROPUERTO;131597688;Rafael;1;f;40.43579904647209;-3.6106820071736903;95.0;1;0;0;1;0;0;1;88;4.86;2;0;;
Moncloa - Aravaca;19069869;https://www.airbnb.com/rooms/19069869;Habitación acogedora individual II en Madrid;43424967;Juana;2;t;40.46866;-3.72181;30.0;1;0;1;0;0;1;0;43;4.93;1;0;;
Ciudad Lineal;1113742565577705093;https://www.airbnb.com/rooms/1113742565577705093;Modern lodging in Madrid;567327895;Santiago;87;f;40.4439255;-3.6504821;40.0;1;0;0;1;0;0;1;0;0.0;1;0;;
Ciudad Lineal;1126590860561951602;https://www.airbnb.com/rooms/1126590860561951602;Modern lodging in Madrid;567327895;Santiago;87;f;40.44302062518938;-3.650765428237796;40.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Hortaleza;910556023690780494;https://www.airbnb.com/rooms/910556023690780494;Apartamento recién reformado;47816118;Carmen;1;t;40.46597269999999;-3.6491279;90.0;1;0;0;1;0;0;1;44;4.82;2;1;;
San Blas - Canillejas;917193039074903750;https://www.airbnb.com/rooms/917193039074903750;Habitación B cerca de aeropuerto y centro;396205128;Jonas;3;t;40.43418;-3.63507;49.0;1;0;0;1;0;0;1;1;5.0;1;0;;
Moratalaz;37730246;https://www.airbnb.com/rooms/37730246;2 baños! Piso grande (100 m2) + garaje gratis;9949909;Koldobika;2;f;40.41024;-3.64435;157.0;1;1;1;0;0;1;0;64;4.84;2;1;;
Ciudad Lineal;34774390;https://www.airbnb.com/rooms/34774390;FANTASTIC APARTMENT, NEWLY RENOVATED;262219491;María Y Oscar;4;f;40.42642;-3.6521;200.0;1;0;0;1;0;0;1;17;4.88;2;1;;
Moncloa - Aravaca;682662998521249955;https://www.airbnb.com/rooms/682662998521249955;5*Extraordinary Cozy Hygge Terraced House & Pool;472413831;ExceptionalStays;2;f;40.44618;-3.78884;238.0;1;0;0;0;0;1;0;14;4.57;2;1;;
Chamartín;986151930927017895;https://www.airbnb.com/rooms/986151930927017895;Acogedora habitación en Madrid;305501267;Ernesto;1;f;40.45656436022566;-3.677005310348593;70.0;1;0;0;0;0;1;0;8;4.13;1;0;;
Moncloa - Aravaca;41682850;https://www.airbnb.com/rooms/41682850;Habitación amplia y muy luminosa.Nuevaconstrucción;223162895;Daniel;2;f;40.46968;-3.71846;58.0;1;1;1;1;0;0;1;8;4.88;1;0;;
Carabanchel;769484119229144604;https://www.airbnb.com/rooms/769484119229144604;Habitación amplia y luminosa.;489317567;Betty Esther;1;t;40.39136209999999;-3.738297;35.0;1;0;1;0;0;0;1;71;4.93;1;0;;
Usera;855867738081629675;https://www.airbnb.com/rooms/855867738081629675;Habitacion privada con espacio trabajo-short stays;1863767;Rafael;2;f;40.38276710478737;-3.7028781550612657;55.0;1;1;0;1;0;0;1;6;5.0;1;0;;
Hortaleza;45515897;https://www.airbnb.com/rooms/45515897;Casa Feria de Madrid.  Ideal para ejecutivos.;368408102;Dania;1;f;40.47465;-3.62746;499.0;1;1;0;1;0;1;0;20;4.95;2;1;;
Villaverde;858604653549129559;https://www.airbnb.com/rooms/858604653549129559;se alquila habitación;240501890;Jessica;1;f;40.34245765345513;-3.6836382382334034;38.0;1;0;1;0;0;0;1;0;0.0;1;0;;
Chamartín;799183428191437632;https://www.airbnb.com/rooms/799183428191437632;(14.4) Amplio apartamento de diseño;494775913;Totec;4;t;40.4543237;-3.6813431;145.0;1;0;0;0;0;1;0;23;4.74;2;0;;
San Blas - Canillejas;19033151;https://www.airbnb.com/rooms/19033151;Precioso ático, con  gran terraza y piscina común.;21694316;Palos Y Adobe;3;f;40.4368;-3.63137;139.0;1;1;1;1;0;0;1;26;4.6;2;1;;
Salamanca;50724146;https://www.airbnb.com/rooms/50724146;Singular apartamento con entrada independiente;224360757;Manuel;1;t;40.43492;-3.66266;115.0;1;1;0;0;0;0;1;24;4.79;2;0;;
San Blas - Canillejas;36291110;https://www.airbnb.com/rooms/36291110;Habitación al lado del Metropolitano y aeropuerto;265851077;Alba;2;f;40.43542;-3.60796;88.0;0;0;1;1;0;1;0;17;4.94;1;0;;
Latina;799235420576650237;https://www.airbnb.com/rooms/799235420576650237;Habitación (15min Madrid Centro);436406729;Erika;1;t;40.40669520000001;-3.7355679;20.0;1;1;0;0;0;0;1;8;4.5;1;0;;
Puente de Vallecas;1076310412588962316;https://www.airbnb.com/rooms/1076310412588962316;Habitación para Turista;520984300;Yerlin Lisbeth;2;f;40.386871556434954;-3.650080570183796;49.0;1;0;0;1;0;0;1;0;0.0;1;0;;
Ciudad Lineal;627553339805966221;https://www.airbnb.com/rooms/627553339805966221;Precioso apartamento en Madrid 😍;263467354;Fernando;1;t;40.43224;-3.63457;65.0;1;0;0;1;0;0;1;15;4.93;2;1;;
Usera;11960516;https://www.airbnb.com/rooms/11960516;Estudio 202;51828290;Ramon;21;f;40.38665;-3.70248;46.0;1;0;1;0;0;0;1;47;4.68;2;0;;
Usera;861598915521092393;https://www.airbnb.com/rooms/861598915521092393;Habitación muy luminosa y amplia;490902978;María Soledad;1;f;40.3847784;-3.7148837;55.0;1;0;1;0;0;0;1;4;5.0;1;0;;
Puente de Vallecas;7015422;https://www.airbnb.com/rooms/7015422;Two rooms at Patio House;3908623;Javier;6;f;40.38998;-3.6687;65.0;1;0;0;0;0;0;1;1;5.0;1;0;;
Ciudad Lineal;941022651394682246;https://www.airbnb.com/rooms/941022651394682246;Centro Bernabeu Wizink Feria Aeropuerto;30366625;Paolo;5;t;40.42622;-3.63512;93.0;1;0;0;1;0;0;1;19;4.63;2;0;;
Carabanchel;941385687378773662;https://www.airbnb.com/rooms/941385687378773662;Casa de Dani 2;527286029;Daniela;2;t;40.3777813;-3.732849299999999;60.0;1;0;0;1;0;1;0;2;5.0;1;0;;
San Blas - Canillejas;746939545109757833;https://www.airbnb.com/rooms/746939545109757833;Precioso apartamento reformado muy bien comunicado;485304726;Cristina;2;t;40.44229;-3.61164;160.0;1;1;0;1;0;0;1;111;4.83;2;1;;
Carabanchel;4604854;https://www.airbnb.com/rooms/4604854;Habitación doble;16255963;Jesús;2;t;40.385;-3.74426;35.0;1;1;0;1;0;0;1;92;4.82;1;0;;
Fuencarral - El Pardo;1156327895544452527;https://www.airbnb.com/rooms/1156327895544452527;exclusive loft in Moraleja new V;455046490;Magali;23;f;40.516060006147185;-3.670875362289832;115.0;1;0;1;1;0;0;1;0;0.0;2;0;;
Hortaleza;1169430219741573918;https://www.airbnb.com/rooms/1169430219741573918;Hermosa habitación;453069796;Jose Angel;1;f;40.472227608839326;-3.6348141152355185;50.0;1;1;0;0;0;0;1;0;0.0;1;0;;
Ciudad Lineal;50352346;https://www.airbnb.com/rooms/50352346;🔆Cute loft~ 15' to downtown 🚇 ~ A/C, WiFi;41924471;Sara;2;t;40.4259404734785;-3.6391192353764703;74.0;1;0;1;0;0;1;0;166;4.89;2;1;;
Ciudad Lineal;1138966598120628504;https://www.airbnb.com/rooms/1138966598120628504;Habitación Madrid cerca centro;94221136;Hojanna;1;f;40.4369984;-3.6523858;42.0;1;0;1;0;0;0;1;8;4.38;1;0;;
Ciudad Lineal;847129863045672611;https://www.airbnb.com/rooms/847129863045672611;Quintana - Elfo - 2 hab, 2 baños;220103569;MadreamsRent;79;f;40.43439425581072;-3.646656770790853;119.0;1;0;0;0;0;0;1;52;4.85;2;1;;
Chamberí;756275816455856584;https://www.airbnb.com/rooms/756275816455856584;Chamberí - Nuevos Ministerios;220103569;MadreamsRent;79;f;40.44489;-3.69931;134.0;1;0;0;1;0;0;1;34;4.91;2;0;;
Ciudad Lineal;706257659917903991;https://www.airbnb.com/rooms/706257659917903991;Loft Moderno en Madrid;237305239;Angelo;1;t;40.42989499999999;-3.6462375;95.0;1;0;0;0;0;0;1;47;4.96;2;0;;
Ciudad Lineal;978203189672700453;https://www.airbnb.com/rooms/978203189672700453;Chic Apartment in Madrid;536615896;Belen;1;t;40.4354804;-3.6452521;80.0;1;0;0;0;0;0;1;33;4.61;2;0;;
Latina;35065843;https://www.airbnb.com/rooms/35065843;Bed and Breakfast a la EspaÑola- Madrid Rio;101612586;Yogesh;1;t;40.41167;-3.73395;50.0;1;0;0;0;0;1;0;87;4.95;1;0;;
Carabanchel;1005744907677314038;https://www.airbnb.com/rooms/1005744907677314038;Apartamento  Abrante;542548747;María Ángeles;4;f;40.38092155369933;-3.730769523831374;138.0;1;0;1;1;0;0;1;4;3.75;2;1;;
Hortaleza;1158207909857606793;https://www.airbnb.com/rooms/1158207909857606793;Apartamento centro;577979764;Emy;1;f;40.4661;-3.63608;100.0;1;0;0;1;0;1;0;4;4.75;2;1;;
San Blas - Canillejas;766388765333618827;https://www.airbnb.com/rooms/766388765333618827;Piso con patio cerca IFEMA y Estadio del Atleti;488825658;Fernando;1;f;40.446471421859144;-3.608064600524905;136.0;1;1;1;0;0;0;1;9;5.0;2;1;;
Usera;12007794;https://www.airbnb.com/rooms/12007794;Estudio 302 ático;51828290;Ramon;21;f;40.38558;-3.70331;51.0;1;1;1;0;0;0;1;39;4.64;2;0;;
Puente de Vallecas;563469416895723735;https://www.airbnb.com/rooms/563469416895723735;Habitación en apartamento bonito y céntrico;86055911;Victor Hugo;1;t;40.3923;-3.66187;32.0;1;0;0;0;0;0;1;44;5.0;1;0;;
Carabanchel;1090787434215306163;https://www.airbnb.com/rooms/1090787434215306163;E.07 Habitación en mansión madrileña;186289216;Nuria;11;f;40.3783877;-3.7459023;65.0;1;1;0;0;0;0;1;3;3.67;1;0;;
Hortaleza;15061803;https://www.airbnb.com/rooms/15061803;Habitación privada con vistas al jardín.;2169208;Hebe;3;t;40.46313;-3.62476;24.0;1;0;0;0;0;0;1;154;4.8;1;0;;
Carabanchel;1176162806832850198;https://www.airbnb.com/rooms/1176162806832850198;Habitación en Carabanchel;581752224;Tahis Cristina;2;f;40.38722765288498;-3.744101772995732;28.0;1;0;0;1;0;0;1;0;0.0;1;0;;
Hortaleza;19688533;https://www.airbnb.com/rooms/19688533;Habitación y baño privados,desayuno,piscina y AC;100772947;Maria;1;t;40.45304;-3.62075;58.0;0;1;1;1;0;1;0;126;4.9;1;0;;
Hortaleza;50679397;https://www.airbnb.com/rooms/50679397;Amplio apartamento/free covid/15 mins aeropuerto;352313072;Fernando;1;f;40.4954;-3.61959;130.0;1;0;0;0;0;0;1;6;4.83;2;1;;
Fuencarral - El Pardo;861667497809720041;https://www.airbnb.com/rooms/861667497809720041;Relax a 1' a pie de Manzanares;508413341;Lavinia;1;f;40.5163732;-3.775174099999999;51.0;1;0;0;0;1;0;1;0;0.0;2;0;;
Hortaleza;43710293;https://www.airbnb.com/rooms/43710293;2 bedroom duplex with balcony - Oshun D;330794542;Oshun;19;f;40.48753;-3.66493;115.0;1;1;1;1;0;0;1;34;4.44;2;1;;
Ciudad Lineal;13994578;https://www.airbnb.com/rooms/13994578;Hogar dulce hogar *Home sweet home;6518860;Joaquín;2;f;40.42359;-3.64075;105.0;1;0;0;0;0;0;1;240;4.78;2;1;;
Puente de Vallecas;21262594;https://www.airbnb.com/rooms/21262594;A Quiet Place for You with Terrace;144230807;Mariano;4;t;40.40394;-3.66158;61.0;1;1;0;0;0;0;1;237;4.65;2;0;;
Retiro;794134106232494008;https://www.airbnb.com/rooms/794134106232494008;El Retiro - preciosa habitación - 1;222442460;Gonzalo;9;t;40.41968971350707;-3.674070037924092;25.0;1;0;1;1;0;0;1;3;5.0;1;1;;
Usera;555865333518476162;https://www.airbnb.com/rooms/555865333518476162;OCEAN LUXURY APARTMENT II;402683004;Ruth;48;f;40.37967;-3.69262;85.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Ciudad Lineal;1178136408480849041;https://www.airbnb.com/rooms/1178136408480849041;El Hogar de Esteban;579147961;Holplace;8;f;40.439327289556864;-3.6533253315880176;64.0;1;1;1;1;0;0;1;0;0.0;2;1;;
Ciudad Lineal;1111332089767468674;https://www.airbnb.com/rooms/1111332089767468674;Metro stop at 5min-direct line to Sol;380927448;Daniel;3;t;40.43570230362711;-3.645411290704809;90.0;1;0;0;0;0;0;1;12;5.0;2;0;;
Moncloa - Aravaca;16768677;https://www.airbnb.com/rooms/16768677;⭐️ GORGEOUS flat in Aravaca - Pozuelo ⭐️;104141426;Anyi & Christian;2;t;40.44735;-3.77851;250.0;1;0;1;1;1;0;1;4;4.75;2;1;;
Tetuán;1087469506376646051;https://www.airbnb.com/rooms/1087469506376646051;CasaTate 3. A 2' metro-bus. Universitaria-Bernabéu;510125104;Olga;8;t;40.4572999;-3.70928;42.0;1;0;1;0;0;0;1;9;5.0;1;0;;
San Blas - Canillejas;1163197129981319520;https://www.airbnb.com/rooms/1163197129981319520;Magnífica Buhardilla;74675163;Eduardo;1;f;40.4410088;-3.6136853;69.0;1;0;0;1;0;0;1;3;5.0;1;0;;
San Blas - Canillejas;41307914;https://www.airbnb.com/rooms/41307914;Habitación amplia en Wanda estadio Metropolitano;324222052;Marisela;1;t;40.434;-3.61289;44.0;1;1;1;1;0;0;1;44;4.89;1;0;;
Moncloa - Aravaca;31465584;https://www.airbnb.com/rooms/31465584;Una habitación tranquila cerca del centro;226337660;Maria;2;t;40.43212;-3.73656;37.0;1;0;0;1;1;0;1;10;5.0;1;0;;
San Blas - Canillejas;776881963098012430;https://www.airbnb.com/rooms/776881963098012430;Habitación con desayuno, cerca aeropuerto y Metro.;461827783;Diana Mariuxi;2;t;40.4492074;-3.6064578;86.0;1;0;0;1;0;0;1;47;4.98;1;0;;
Hortaleza;1115687540796880353;https://www.airbnb.com/rooms/1115687540796880353;Habitación en Mar de Cristal;163658810;Jorge;2;f;40.47208232713573;-3.6337125965405823;34.0;1;0;1;1;0;0;1;0;0.0;1;0;;
Latina;1068148537186415977;https://www.airbnb.com/rooms/1068148537186415977;Comodo, ideal y tranquilo;555274267;Alejandro;1;t;40.412399369678376;-3.7300860980592345;79.0;1;0;0;0;0;0;1;9;4.67;2;0;;
Moncloa - Aravaca;19314402;https://www.airbnb.com/rooms/19314402;Beautiful Apt. with Balconies Wifi/Air Conditioner;16960262;Consuelo;3;t;40.432031017044594;-3.7189739725556192;120.0;1;1;0;1;0;0;1;73;4.9;2;0;;
Latina;15347456;https://www.airbnb.com/rooms/15347456;Habitación confortable con TV y wifi;2321467;Diego Lázaro;2;f;40.41089;-3.73507;24.0;0;0;0;0;0;1;0;220;4.39;1;0;;
Tetuán;1079163926875613968;https://www.airbnb.com/rooms/1079163926875613968;Olga-Luminosa, amplia a 3 min de metro y autobús;510125104;Olga;8;t;40.4572999;-3.70928;42.0;1;0;1;1;0;0;1;4;5.0;1;0;;
Moncloa - Aravaca;43604025;https://www.airbnb.com/rooms/43604025;Piso Avenida Europa, Pozuelo De Alarcon;269953007;Maria;1;f;40.44618;-3.78399;80.0;1;0;1;1;0;0;1;1;5.0;2;1;;
Moratalaz;969525858417135766;https://www.airbnb.com/rooms/969525858417135766;Habitación cerca del retiro y silenciosa;534184533;Maria;2;t;40.4019871482588;-3.644111348109914;26.0;1;0;0;0;0;0;1;15;5.0;1;0;;
Villaverde;28904435;https://www.airbnb.com/rooms/28904435;Madrid Centro a un paso de ti;182198224;Gosmanp;2;f;40.34982;-3.68636;100.0;0;0;0;0;1;0;1;0;0.0;1;1;;
Tetuán;604632;https://www.airbnb.com/rooms/604632;habitacion luminosa madrid-centro;2993477;Geronima;5;f;40.457;-3.70436;34.0;1;0;1;0;0;0;1;86;4.36;1;1;;
Usera;18474795;https://www.airbnb.com/rooms/18474795;Habitación individual 15 minutos del centro 1;78780938;Delfina;2;t;40.37153;-3.69132;37.0;1;0;1;0;0;0;1;59;4.8;1;0;;
Usera;9799609;https://www.airbnb.com/rooms/9799609;Madrid Meijie;23444591;Xi;5;f;40.38556051114707;-3.7035815191709474;46.0;0;0;0;1;0;0;1;5;4.8;1;0;;
Puente de Vallecas;13314760;https://www.airbnb.com/rooms/13314760;Habitación confortable en Madrid;75260127;Lucia;1;f;40.39614;-3.66171;31.0;1;1;0;0;0;0;1;17;4.47;1;0;;
Chamartín;1112255324696575530;https://www.airbnb.com/rooms/1112255324696575530;Exyca Plaza Castilla;511649938;Exyca;31;f;40.469158760850895;-3.6872775006637615;114.0;1;0;0;1;0;0;1;9;3.22;2;0;;
Hortaleza;888901379820842655;https://www.airbnb.com/rooms/888901379820842655;Luminosa habitación individual 101;514227840;Andrea;14;f;40.4642787;-3.649709699999999;28.0;1;0;0;1;1;0;1;1;5.0;1;0;;
Puente de Vallecas;1126778799918951009;https://www.airbnb.com/rooms/1126778799918951009;Habitación cómoda;506325854;Miriam;1;f;40.3858039182502;-3.6640927065042384;52.0;1;0;0;0;0;0;1;6;5.0;1;0;;
San Blas - Canillejas;40205929;https://www.airbnb.com/rooms/40205929;Habitacion cama doble con  baño privado;310512162;Petra Maria;3;f;40.44564;-3.57232;68.0;1;0;0;1;0;0;1;12;4.42;1;0;;
San Blas - Canillejas;1162352679272334192;https://www.airbnb.com/rooms/1162352679272334192;Piso romántico de una habitación;510952991;Estela;1;f;40.44165046560182;-3.609039085697631;109.0;1;0;0;1;0;0;1;2;5.0;2;0;;
Chamartín;26323977;https://www.airbnb.com/rooms/26323977;Outside apartment. Free WIFI. In Prosperity.;149257574;Apartamentos Torr;7;f;40.44589677940567;-3.673087869804835;134.0;1;1;1;0;0;0;1;12;4.5;2;0;;
Fuencarral - El Pardo;1168008991399368267;https://www.airbnb.com/rooms/1168008991399368267;Excelente apartamento entero;488389332;Julio;3;f;40.484430114164184;-3.685610122224647;98.0;1;0;0;1;0;0;1;1;4.0;2;1;;
Villa de Vallecas;1055936941481065723;https://www.airbnb.com/rooms/1055936941481065723;apartamento sierra de Guadalupe;542548747;María Ángeles;4;f;40.37689;-3.63262;118.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Hortaleza;41759539;https://www.airbnb.com/rooms/41759539;Estudio en Madrid;48558827;Amaya;1;t;40.48469;-3.66706;69.0;1;0;1;1;0;0;1;19;4.68;2;0;;
Carabanchel;1158131192144445844;https://www.airbnb.com/rooms/1158131192144445844;Precioso Coliving a estrenar;472965715;Mar;1;f;40.38554;-3.7421;20.0;1;0;0;0;1;0;1;0;0.0;1;1;;
Hortaleza;53439341;https://www.airbnb.com/rooms/53439341;IFEMA-Mar Cristal Apartment II★3 bed/2 b★parking;58180200;Apartamentos Ifema S.L.;11;t;40.47094;-3.64373;350.0;1;1;1;1;0;0;1;14;4.86;2;1;;
Carabanchel;602071832360291475;https://www.airbnb.com/rooms/602071832360291475;Habitación ubicada cerca del centro de Madrid;453492239;Doraliza Eugenia;1;f;40.38011;-3.74644;30.0;1;0;0;0;0;0;1;27;4.67;1;0;;
Puente de Vallecas;933230019130372108;https://www.airbnb.com/rooms/933230019130372108;Habitación ideal cerca de Atocha y Méndez Álvaro.;459056924;Mónica;1;f;40.38304;-3.67293;30.0;1;0;0;0;0;0;1;18;4.67;1;0;;
Puente de Vallecas;1051259158236059755;https://www.airbnb.com/rooms/1051259158236059755;Estudio Vallecas;511587064;Eli;11;f;40.38393;-3.64816;50.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Chamberí;1130912719887904829;https://www.airbnb.com/rooms/1130912719887904829;Habitación exclusiva en zona prestigiosa de Madrid;567327895;Santiago;87;f;40.43627590968118;-3.716605368308171;50.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Chamberí;1094720789104852088;https://www.airbnb.com/rooms/1094720789104852088;Tutor H3;561652810;Houxury;53;f;40.43210952124076;-3.7170619581089506;27.0;1;0;0;1;0;0;1;0;0.0;1;0;;
Moratalaz;52813531;https://www.airbnb.com/rooms/52813531;Dormitorio acogedor en Madrid;427570273;Lara;1;t;40.41202;-3.65193;36.0;1;1;1;0;0;0;1;15;4.87;1;0;;
Fuencarral - El Pardo;23051072;https://www.airbnb.com/rooms/23051072;Comfortable apartment with Parking;26146093;Juan;1;t;40.49422;-3.72122;130.0;1;1;1;1;0;0;1;102;4.87;2;1;;
Ciudad Lineal;813563380285650955;https://www.airbnb.com/rooms/813563380285650955;Habitación céntrica en Madrid;464017486;Vivian;1;f;40.42201660735056;-3.653727591139546;45.0;1;0;1;1;0;0;1;5;4.0;1;0;;
Chamartín;23500028;https://www.airbnb.com/rooms/23500028;"\1 bedroom next IE Institute \""\""Maria de Molina II\""\""\""";28038703;Luxury Rentals Madrid;115;f;40.43844;-3.68792;155.0;1;0;1;0;0;0;1;33;4.76;2;0;;
Puente de Vallecas;1017395877181559748;https://www.airbnb.com/rooms/1017395877181559748;Tú estancia tú comodidad.;418399257;Evelyn Nicole;2;f;40.38802326993598;-3.649147350406207;30.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Tetuán;1094728070919107311;https://www.airbnb.com/rooms/1094728070919107311;habitación en piso turístico Santiago Bernabéu;521096274;Mirela;5;f;40.45216;-3.69527;75.0;1;0;0;1;0;0;1;3;3.33;1;0;;
Arganzuela;1126583284440079760;https://www.airbnb.com/rooms/1126583284440079760;Habitación en Legazpi;518713670;Bemadrid;231;f;40.39308;-3.69458;29.0;1;0;0;1;0;0;1;0;0.0;1;1;;
Hortaleza;53971470;https://www.airbnb.com/rooms/53971470;Room near to Wanda/Airport/Ifema;21104603;Gladys;1;t;40.46247863769531;-3.6474130153656006;20.0;1;0;0;0;0;0;1;140;4.84;1;0;;
Puente de Vallecas;22830902;https://www.airbnb.com/rooms/22830902;Habitación individual en plaza Asamblea de Madrid;111347206;M Angeles;2;f;40.38392639160156;-3.663383007049561;50.0;1;0;1;1;0;0;1;21;4.9;1;0;;
Fuencarral - El Pardo;851400006180773416;https://www.airbnb.com/rooms/851400006180773416;Apartamento Madrid Las Tablas;506267379;Vanesa;1;f;40.50577396992129;-3.676209945097869;181.0;1;1;1;1;0;0;1;4;4.5;2;0;;
San Blas - Canillejas;39040283;https://www.airbnb.com/rooms/39040283;Room close Airport,IFEMA,Wanda,Muñoza,Senasa;235843854;Maureen;4;f;40.44731;-3.59563;42.0;1;0;0;0;0;1;0;40;4.7;1;0;;
Barajas;648704273471437102;https://www.airbnb.com/rooms/648704273471437102;Habitación 2 personas (Barajas);460488106;Giovanni Alexander.;2;f;40.467583;-3.591923;63.0;1;0;0;1;0;1;0;304;4.62;1;0;;
San Blas - Canillejas;760301491127159461;https://www.airbnb.com/rooms/760301491127159461;Hermosa Habitación Cerca al Aeropuerto ! ! !;420690423;Henry;2;f;40.4429556;-3.5843227;333.0;1;0;0;1;0;0;1;58;4.57;1;0;;
Ciudad Lineal;978252148209220621;https://www.airbnb.com/rooms/978252148209220621;Piso de 3 habitaciones dobles cerca del Bernabéu.;536630897;Ignacio;1;t;40.458263554418174;-3.6616736660202305;206.0;1;0;1;0;0;0;1;16;4.88;2;1;;
